store,category,brand,product,full_product_text,price,sale_price,price_unit,per_unit_price,sale_per_unit_price,units,price_per_1,is_sale,data_last_refreshed_at,sale_valid_until
sobeys,flyer,,Jalapeño Peppers,Jalapeño Peppers,,3.99,/lb 8.80/kg,,3.99,,False,True,02/23/2023,03/01
sobeys,flyer,,Bulk Spanish Onions,Bulk Spanish Onions,,1.69,/lb 3.73/kg,,1.69,,False,True,02/23/2023,03/01
sobeys,flyer,,Panini or Calabrese Buns,Panini or Calabrese Buns,,3.79,each,,0.6316666666666667,1ea,True,True,02/23/2023,03/01
sobeys,flyer,,Fresh Pork Shoulder Picnic Roast,Fresh Pork Shoulder Picnic Roast,,2.49,/lb 5.49/kg,,2.49,,False,True,02/23/2023,03/01
sobeys,flyer,JANES,JANES Ultimates Breaded or Battered Haddock or Cod,JANES Ultimates Breaded or Battered Haddock or Cod,,10.99,each,,2.0735849056603772,100g,True,True,02/23/2023,03/01
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Soft Drinks,COMPLIMENTS Soft Drinks,,0.99,each,,0.0495,100ml,True,True,02/23/2023,03/01
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Salted Butter,COMPLIMENTS Salted Butter,,5.49,each,,1.2092511013215859,100g,True,True,02/23/2023,03/01
sobeys,flyer,ROYALE,ROYALE or Velour Bathroom Tissue,ROYALE or Velour Bathroom Tissue,,6.99,each,,1.165,1ea,True,True,02/23/2023,03/01
sobeys,flyer,LANTIC,LANTIC Granulated Sugar,LANTIC Granulated Sugar,,1.89,each,,0.0945,100g,True,True,02/23/2023,03/01
sobeys,flyer,TROPICANA,TROPICANA Orange Juice,TROPICANA Orange Juice,,5.99,each,,0.22775665399239545,100ml,True,True,02/23/2023,03/01
sobeys,flyer,,STOUFFER'S or LEAN CUISINE Frozen Entrées,STOUFFER'S or LEAN CUISINE Frozen Entrées,,5.5,each,,1.2971698113207548,100g,True,True,02/23/2023,03/01
sobeys,flyer,,VILLAGGIO Bread,VILLAGGIO Bread,,3.49,ea when you buy 3 or more,,0.5816666666666667,100g,False,True,02/23/2023,03/01
sobeys,flyer,,IÖGO Nano Drinkables,IÖGO Nano Drinkables,,3.47,each,,0.5783333333333334,1ea,True,True,02/23/2023,03/01
sobeys,flyer,STARBUCKS,STARBUCKS K-Cup® Pods,STARBUCKS K-Cup® Pods,,18.99,each,,0.7912499999999999,1ea,True,True,02/23/2023,03/01
sobeys,flyer,KRAFT,KRAFT Singles,KRAFT Singles,,3.99,each,,0.973170731707317,100g,True,True,02/23/2023,03/01
sobeys,flyer,CHEF BOYARDEE,CHEF BOYARDEE Pasta,CHEF BOYARDEE Pasta,,3.0,each,,1.5,,True,True,02/23/2023,03/01
sobeys,flyer,KRAFT,KRAFT Cheez Whiz,KRAFT Cheez Whiz,,3.97,each,,0.8822222222222222,100g,True,True,02/23/2023,03/01
sobeys,flyer,GAIN,GAIN Laundry,GAIN Laundry,,4.99,each,,0.3669117647058824,100ml,True,True,02/23/2023,03/01
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Value Size Chips,COMPLIMENTS Value Size Chips,,5.49,each,,0.732,100g,True,True,02/23/2023,03/01
sobeys,flyer,OIKOS,OIKOS Greek Yogurt,OIKOS Greek Yogurt,,9.99,each,,0.8325,1ea,True,True,02/23/2023,03/01
sobeys,flyer,BLACK DIAMOND,BLACK DIAMOND Cheestrings,BLACK DIAMOND Cheestrings,,10.29,each,,0.3675,1ea,True,True,02/23/2023,03/01
sobeys,flyer,COMPLIMENTS,COMPLIMENTS Canola or Corn oil,COMPLIMENTS Canola or Corn oil,,,each,,,100ml,True,True,02/23/2023,03/01
