store,category,brand,product,full_product_text,price,sale_price,price_unit,per_unit_price,sale_per_unit_price,units,price_per_1,is_sale,data_last_refreshed_at,sale_valid_until
food_basics,flyer,,ROMAINE HEARTS OR SWEET ONIONS,ROMAINE HEARTS OR SWEET ONIONS,,3.98,EACH,,3.98,,False,True,03/16/2023,03/22
food_basics,flyer,,CLEMENTINES,CLEMENTINES,,1.88,/LB,,1.88,,False,True,03/16/2023,03/22
food_basics,flyer,,GRAPE TOMATOES OR MINI SEEDLESS CUCUMBERS,GRAPE TOMATOES OR MINI SEEDLESS CUCUMBERS,,2.88,EACH,,2.88,,False,True,03/16/2023,03/22
food_basics,flyer,,LIMES OR KIWI,LIMES OR KIWI,,3.98,EACH,,3.98,,False,True,03/16/2023,03/22
food_basics,flyer,,LPC POTATOES OR GOURMET MINI WHITE POTATOES,LPC POTATOES OR GOURMET MINI WHITE POTATOES,,6.0,each,,0.06,100ml,True,True,03/16/2023,03/22
food_basics,flyer,,SWEET NANTES CARROTS OR CHOPPED KALE,SWEET NANTES CARROTS OR CHOPPED KALE,,2.88,EACH,,2.88,,False,True,03/16/2023,03/22
food_basics,flyer,,GREEN BEANS OR SUGAR SNAP OR SNOW PEAS,GREEN BEANS OR SUGAR SNAP OR SNOW PEAS,,3.77,EACH,,3.77,,False,True,03/16/2023,03/22
food_basics,flyer,,"6"" ASSORTED SPRING BULBS","6"" ASSORTED SPRING BULBS",,5.88,EACH,,5.88,,False,True,03/16/2023,03/22
food_basics,flyer,,TEN STEM TULIPS,TEN STEM TULIPS,,7.0,EACH,,7.0,,False,True,03/16/2023,03/22
food_basics,flyer,,"6"" GERBERAS","6"" GERBERAS",,5.98,EACH,,5.98,,False,True,03/16/2023,03/22
food_basics,flyer,,SUNFLOWER GROW KIT,SUNFLOWER GROW KIT,,6.88,EACH,,6.88,,False,True,03/16/2023,03/22
food_basics,flyer,,FRESH PRIME RAISED WITHOUT ANTIBIOTICS WHOLE CHICKEN,FRESH PRIME RAISED WITHOUT ANTIBIOTICS WHOLE CHICKEN,,3.79,/LB,,3.79,,False,True,03/16/2023,03/22
food_basics,flyer,,FRESH LIFE SMART EXTRA LEAN GROUND TURKEY,FRESH LIFE SMART EXTRA LEAN GROUND TURKEY,,4.99,EACH,,4.99,,False,True,03/16/2023,03/22
food_basics,flyer,,FRESH ATLANTIC SALMON STEAK,FRESH ATLANTIC SALMON STEAK,,12.49,/LB,,12.49,,False,True,03/16/2023,03/22
food_basics,flyer,,FRESH BONELESS SKINLESS CHICKEN BREAST FAMILY PACK,FRESH BONELESS SKINLESS CHICKEN BREAST FAMILY PACK,,5.99,/LB,,5.99,,False,True,03/16/2023,03/22
food_basics,flyer,,LEMONS OR SEEDLESS NAVEL ORANGES,LEMONS OR SEEDLESS NAVEL ORANGES,,3.98,EACH,,0.13266666666666668,100ml,False,True,03/16/2023,03/22
food_basics,flyer,,SCHNEIDERS RED HOTS OR MAPLE LEAF TOP DOGS WIENERS OR SCHNEIDERS MEAT PIES,SCHNEIDERS RED HOTS OR MAPLE LEAF TOP DOGS WIENERS OR SCHNEIDERS MEAT PIES,,3.99,EACH,,3.99,,False,True,03/16/2023,03/22
food_basics,flyer,,FRESH BONELESS INSIDE BLADE ROAST OR FAMILY PACK STEAKS,FRESH BONELESS INSIDE BLADE ROAST OR FAMILY PACK STEAKS,,9.99,/LB,,9.99,,False,True,03/16/2023,03/22
food_basics,flyer,,ROMAINE HEARTS OR SWEET ONIONS,ROMAINE HEARTS OR SWEET ONIONS,,3.98,EACH,,3.98,,False,True,03/16/2023,03/22
food_basics,flyer,,"SCHNEIDERS LUNCHMATES, ADULT SNACK KITS OR SLICED DELI MEAT","SCHNEIDERS LUNCHMATES, ADULT SNACK KITS OR SLICED DELI MEAT",,3.49,EACH,,3.49,,False,True,03/16/2023,03/22
food_basics,flyer,IRRESISTIBLES,IRRESISTIBLES ARTISAN SMOKED BONELESS HALF MOON HAM,IRRESISTIBLES ARTISAN SMOKED BONELESS HALF MOON HAM,,5.99,/LB,,5.99,,False,True,03/16/2023,03/22
food_basics,flyer,LOU'S,LOU'S KITCHEN FULLY COOKED ENTREES,LOU'S KITCHEN FULLY COOKED ENTREES,,7.99,EACH,,7.99,,False,True,03/16/2023,03/22
food_basics,flyer,,"JANES ULTIMATES CHICKEN FILLETS, BITES OR BUDWEISER CHICKEN WINGS","JANES ULTIMATES CHICKEN FILLETS, BITES OR BUDWEISER CHICKEN WINGS",,12.99,EACH,,12.99,,False,True,03/16/2023,03/22
food_basics,flyer,LEVESQUE,LEVESQUE SMOKED HALF PORK PICNIC ROAST,LEVESQUE SMOKED HALF PORK PICNIC ROAST,,3.99,/LB,,3.99,,False,True,03/16/2023,03/22
