store,category,brand,product,full_product_text,price,sale_price,price_unit,per_unit_price,sale_per_unit_price,units,price_per_1,is_sale
sobeys,flyer,JAMIESON,JAMIESON Selected Vitamins,JAMIESON Selected Vitamins,,,each,,,,True,True
sobeys,flyer,ORGAIN,ORGAIN ORGANIC Protein,ORGAIN ORGANIC Protein,,39.99,each,,7.052910052910054,100g,True,True
sobeys,flyer,DIESEL,DIESEL Protein,DIESEL Protein,,34.99,each,,3.8535242290748903,100g,True,True
sobeys,flyer,ALANI NU,ALANI NU Preworkout or Protein,ALANI NU Preworkout or Protein,,39.99,each,,20.61340206185567,100g,True,True
sobeys,flyer,CENTRUM,CENTRUM Multivitamins,CENTRUM Multivitamins,,16.99,each,,0.37755555555555553,1ea,True,True
sobeys,flyer,BASD,BASD Hair Care,BASD Hair Care,,,each,,,,True,True
sobeys,flyer,MAPLE ORGANICS,MAPLE ORGANICS Body Care,MAPLE ORGANICS Body Care,,24.99,each,,24.99,,True,True
sobeys,flyer,MRS. MEYER'S,MRS. MEYER'S Dish Refill,MRS. MEYER'S Dish Refill,,12.99,each,,0.9278571428571429,100ml,True,True
sobeys,flyer,METHOD,METHOD Cleaners,METHOD Cleaners,,4.99,each,,4.99,,True,True
sobeys,flyer,THE HONEST CO.,THE HONEST CO. Baby Toiletries,THE HONEST CO. Baby Toiletries,,,each,,,,True,True
sobeys,flyer,SEVENTH GENERATION,SEVENTH GENERATION Dish Soap,SEVENTH GENERATION Dish Soap,,3.99,each,,3.99,,True,True
sobeys,flyer,ECO MAX,ECO MAX Laundry or Fabric Softener,ECO MAX Laundry or Fabric Softener,,10.99,each,,0.36633333333333334,100ml,True,True
sobeys,flyer,,email acquisition,email acquisition,,,each,,,,True,True
